,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
0,15.62387466430664,0.1347540954053904,0.04996347427368164,0.0007421441763461459,120,31,44,"{'max_depth': 120, 'max_features': 31, 'n_estimators': 44}",0.899228543876567,0.9187560270009644,0.9151398264223722,0.9110414657666346,0.00848245520046249,9,1.0,1.0,1.0,1.0,0.0
1,21.364762783050537,0.3026144658540781,0.046755313873291016,0.0003190462871365038,80,47,42,"{'max_depth': 80, 'max_features': 47, 'n_estimators': 42}",0.9083895853423336,0.9187560270009643,0.9132111861137898,0.9134522661523626,0.004235513967568119,4,1.0,1.0,1.0,1.0,0.0
2,3.4664553801218667,0.11020928893286952,0.01982267697652181,0.0006272177734741051,100,26,12,"{'max_depth': 100, 'max_features': 26, 'n_estimators': 12}",0.8608968177434908,0.8758437801350047,0.8741562198649953,0.8702989392478303,0.006683905121159863,30,0.9972275795564127,0.9985535197685631,0.9986740597878496,0.9981517197042752,0.000655316073220034
3,0.6553255716959635,0.0019976674349674022,0.017999569574991863,0.0004158812090426193,15,7,11,"{'max_depth': 15, 'max_features': 7, 'n_estimators': 11}",0.8326904532304724,0.8461909353905497,0.8218418514946962,0.8335744133719061,0.009960104108912382,40,0.9811957569913211,0.9828833172613307,0.9807135969141756,0.9815975570556091,0.0009302344023456794
4,0.3444116910298665,0.010837377337180147,0.012719869613647461,0.0002976270585657746,90,7,4,"{'max_depth': 90, 'max_features': 7, 'n_estimators': 4}",0.7249276759884282,0.740115718418515,0.7292671166827387,0.7314368370298939,0.006387483750960342,50,0.953953712632594,0.9584136933461909,0.954556412729026,0.9556412729026036,0.0019757780220418055
5,12.267405986785889,0.009699438979513298,0.03799120585123698,0.00018151889955725093,10,46,45,"{'max_depth': 10, 'max_features': 46, 'n_estimators': 45}",0.9108003857280618,0.915380906460945,0.9127290260366441,0.912970106075217,0.0018777437231674507,5,0.9801108968177434,0.9793876567020251,0.9786644165863067,0.9793876567020251,0.000590523081673841
6,0.1960164705912272,0.000636438657396917,0.01219924290974935,8.630825742595145e-05,1,20,11,"{'max_depth': 1, 'max_features': 20, 'n_estimators': 11}",0.7700096432015429,0.7851976856316297,0.788572806171649,0.7812600450016071,0.008073682148895197,49,0.7888138862102217,0.7872468659594986,0.7864030858244937,0.7874879459980714,0.0009988591204320122
7,11.166924158732096,0.051421908148126305,0.03586618105570475,0.0006171772536461023,50,35,29,"{'max_depth': 50, 'max_features': 35, 'n_estimators': 29}",0.8989874638379942,0.8999517839922855,0.9057377049180328,0.9015589842494375,0.002980912406138145,19,1.0,1.0,0.9997589199614272,0.9999196399871423,0.00011364622005570188
8,6.529580593109131,0.07536840239304596,0.047748963038126625,0.0009183584160287704,100,14,42,"{'max_depth': 100, 'max_features': 14, 'n_estimators': 42}",0.8825940212150434,0.8825940212150434,0.8876567020250723,0.884281581485053,0.0023865706211696346,29,1.0,1.0,1.0,1.0,0.0
9,2.1219211419423423,0.0039325281692128185,0.023594141006469727,0.0006182079587520442,15,14,19,"{'max_depth': 15, 'max_features': 14, 'n_estimators': 19}",0.8548698167791706,0.8784956605593057,0.8748794599807136,0.8694149791063966,0.010390397393753166,31,0.9902362584378014,0.9912005785920925,0.9889103182256509,0.9901157184185149,0.0009388718615837253
10,6.411927779515584,0.030038913227376368,0.03204027811686198,0.0003980787054073022,100,23,25,"{'max_depth': 100, 'max_features': 23, 'n_estimators': 25}",0.875602700096432,0.8987463837994214,0.8910318225650916,0.8884603021536482,0.009621748342716646,23,1.0,0.9998794599807136,1.0,0.9999598199935712,5.682311002785094e-05
11,6.649118423461914,0.007773644970593792,0.04364967346191406,0.0010443022439470722,15,19,45,"{'max_depth': 15, 'max_features': 19, 'n_estimators': 45}",0.8965766634522662,0.9069431051108968,0.9050144648023144,0.9028447444551592,0.004501595491533564,18,0.9931292189006751,0.9930086788813886,0.9939729990356798,0.9933702989392478,0.00042900507280742685
12,13.3451935450236,0.14508359406429702,0.05442094802856445,0.0015874783078481916,50,25,49,"{'max_depth': 50, 'max_features': 25, 'n_estimators': 49}",0.8924783027965284,0.9120057859209258,0.9083895853423336,0.9042912246865958,0.008482455200462523,16,1.0,1.0,1.0,1.0,0.0
13,0.6788567701975504,0.009366280650587033,0.021146853764851887,0.0003964608890171235,10,5,20,"{'max_depth': 10, 'max_features': 5, 'n_estimators': 20}",0.8512536162005786,0.8541465766634522,0.8486017357762777,0.8513339762134362,0.002264384892896996,35,0.9551591128254581,0.9547974927675988,0.9462391513982642,0.9520652523304403,0.004122319842070284
14,10.33212693532308,0.08508036772042284,0.051046291987101235,0.0009252912189540455,,21,45,"{'max_depth': None, 'max_features': 21, 'n_estimators': 45}",0.8878977820636451,0.8994696239151398,0.8989874638379942,0.8954516232722597,0.005344998119034373,22,1.0,1.0,1.0,1.0,0.0
15,9.36965298652649,0.240992481264116,0.029960234959920246,0.0005565796607351515,90,37,23,"{'max_depth': 90, 'max_features': 37, 'n_estimators': 23}",0.8941658630665381,0.9001928640308583,0.9013982642237223,0.8985856637737063,0.003163776869982241,20,0.9998794599807136,0.9996383799421408,0.9998794599807136,0.999799099967856,0.00011364622005570188
