,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_hidden_layer_sizes,param_learning_rate_init,param_momentum,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
0,4.001729329427083,0.497199862568821,0.017809708913167317,0.0015829157212099547,0.1,61,0.9,0.2,"{'alpha': 0.1, 'hidden_layer_sizes': 61, 'learning_rate_init': 0.9, 'momentum': 0.2}",0.8811475409836066,0.8613789778206364,0.9243008678881388,0.8889424622307939,0.026272440063738568,28,0.9040501446480231,0.8610173577627772,0.9490115718418515,0.904693024750884,0.0359263635692832
1,6.803162336349487,1.8087195387606452,0.023980379104614258,0.00017328728575269502,0.1,87,0.8,0.7,"{'alpha': 0.1, 'hidden_layer_sizes': 87, 'learning_rate_init': 0.8, 'momentum': 0.7}",0.7415621986499518,0.9346673095467695,0.9144165863066538,0.8635486981677918,0.08665276489683371,34,0.7559064609450338,0.9486499517839924,0.9337029893924783,0.8794198007071682,0.08755003044195422
2,4.107195695241292,0.6373622331005447,0.019878387451171875,0.0007044892077789586,0.7,69,0.2,0.4,"{'alpha': 0.7, 'hidden_layer_sizes': 69, 'learning_rate_init': 0.2, 'momentum': 0.4}",0.9158630665380907,0.9074252651880425,0.9192381870781099,0.914175506268081,0.0049680429174135884,13,0.9302073288331726,0.9128495660559306,0.93900675024108,0.9273545483767277,0.010867484786384976
3,3.7176628907521567,0.9907261732601856,0.02297234535217285,0.0007968960689605562,0.7,86,0.4,0.9,"{'alpha': 0.7, 'hidden_layer_sizes': 86, 'learning_rate_init': 0.4, 'momentum': 0.9}",0.9071841851494695,0.8618611378977821,0.9071841851494696,0.8920765027322405,0.021365489370471034,26,0.9151398264223722,0.85824493731919,0.9157425265188043,0.8963757634201222,0.02696368837537137
4,2.946775515874227,0.06860468146478127,0.02612757682800293,0.0009941168500886785,0.6,99,0.6,0.6,"{'alpha': 0.6, 'hidden_layer_sizes': 99, 'learning_rate_init': 0.6, 'momentum': 0.6}",0.8975409836065573,0.8753616200578592,0.9047733847637416,0.8925586628093859,0.01251347583402232,25,0.9157425265188043,0.8753616200578592,0.9150192864030858,0.9020411443265831,0.018867582966034913
5,3.0155672232309976,0.2611714841652685,0.02417866388956706,0.0002963384904720131,0.7,95,0.5,0.001,"{'alpha': 0.7, 'hidden_layer_sizes': 95, 'learning_rate_init': 0.5, 'momentum': 0.001}",0.8454676952748312,0.898023143683703,0.8818707810993249,0.8751205400192864,0.021980189646488107,32,0.8561957569913212,0.8988669238187078,0.8930810028929606,0.8827145612343298,0.018899814004358344
6,2.371181090672811,0.1467449009987193,0.023995399475097656,0.0011298410194016872,0.8,80,0.7,0.3,"{'alpha': 0.8, 'hidden_layer_sizes': 80, 'learning_rate_init': 0.7, 'momentum': 0.3}",0.8695756991321119,0.9110414657666346,0.8510125361620058,0.8772099003535841,0.025094207413754753,31,0.8847637415621987,0.9071841851494695,0.8557135969141756,0.8825538412086146,0.021070802990573994
7,2.377812226613363,0.06926012964614259,0.02128879229227702,0.0009913825693468562,0.8,76,0.9,0.5,"{'alpha': 0.8, 'hidden_layer_sizes': 76, 'learning_rate_init': 0.9, 'momentum': 0.5}",0.8551108968177434,0.5783510125361621,0.8179845708775313,0.7504821600771455,0.12265518058032064,46,0.8707810993249759,0.5822082931533269,0.8294358727097396,0.7608084217293475,0.127412352584027
8,29.675228277842205,6.956914888010196,0.025496562321980793,0.0011783675379075592,0.001,91,0.8,0.001,"{'alpha': 0.001, 'hidden_layer_sizes': 91, 'learning_rate_init': 0.8, 'momentum': 0.001}",0.9363548698167792,0.9409353905496625,0.9370781099324976,0.9381227900996464,0.0020106068793308714,3,0.9978302796528447,0.9984329797492768,0.999397299903568,0.9985535197685631,0.0006453864675429728
9,3.60734486579895,0.05513576022808203,0.02124190330505371,0.001300039955607548,0.6,71,0.2,0.6,"{'alpha': 0.6, 'hidden_layer_sizes': 71, 'learning_rate_init': 0.2, 'momentum': 0.6}",0.9115236258437801,0.9163452266152363,0.9013982642237224,0.9097557055609129,0.00622880822085375,14,0.9329797492767599,0.9209257473481196,0.9182738669238187,0.9240597878495661,0.006399604224385879
10,12.745736360549927,0.5231369872181071,0.024741729100545246,0.0019450367546689083,0.2,86,0.001,0.9,"{'alpha': 0.2, 'hidden_layer_sizes': 86, 'learning_rate_init': 0.001, 'momentum': 0.9}",0.9510607521697203,0.9517839922854388,0.9505785920925747,0.951141112182578,0.0004953723885381898,1,0.9998794599807136,0.9991562198649951,1.0,0.9996785599485696,0.00037261405076728107
11,25.203580538431805,3.902230743818832,0.020711660385131836,0.00033223661077789817,0.001,69,0.5,0.8,"{'alpha': 0.001, 'hidden_layer_sizes': 69, 'learning_rate_init': 0.5, 'momentum': 0.8}",0.9380424300867888,0.9394889103182257,0.9332208293153327,0.9369173899067823,0.00267973834788382,4,0.9989151398264224,0.9984329797492768,0.9997589199614272,0.9990356798457087,0.0005479822282620223
12,30.929173310597736,4.5879361842575666,0.023301045099894207,5.6763430930171286e-05,0.001,86,0.2,0.5,"{'alpha': 0.001, 'hidden_layer_sizes': 86, 'learning_rate_init': 0.2, 'momentum': 0.5}",0.9373191899710704,0.9414175506268081,0.9283992285438766,0.9357119897139183,0.005434856450951757,5,0.9997589199614272,0.9995178399228544,0.9989151398264223,0.999397299903568,0.00035486020838670104
