,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_momentum,param_learning_rate_init,param_hidden_layer_sizes,param_alpha,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
0,18.610862731933594,3.3658779004254162,0.028828223546346027,0.0006758757099849437,0.7,0.9,"(100, 100)",0.6,"{'momentum': 0.7, 'learning_rate_init': 0.9, 'hidden_layer_sizes': (100, 100), 'alpha': 0.6}",0.915380906460945,0.924059787849566,0.5,0.7798135647701704,0.1978897909065922,345,0.9326181292189006,0.9232160077145612,0.5,0.7852780456444872,0.20175855614611776
1,7.122365554173787,0.7839037278648079,0.028121550877888996,0.0005793998691172423,0.4,0.3,"(100, 100)",0.3,"{'momentum': 0.4, 'learning_rate_init': 0.3, 'hidden_layer_sizes': (100, 100), 'alpha': 0.3}",0.9238187078109932,0.9450337512054002,0.8953712632594022,0.9214079074252651,0.02034616501328067,149,0.9485294117647058,0.9504580520732884,0.9162246865959498,0.9384040501446481,0.015702930489327232
2,3.8959947427113852,1.0296221322546508,0.02520465850830078,0.0015467547251883772,0.9,0.5,"(100,)",0.5,"{'momentum': 0.9, 'learning_rate_init': 0.5, 'hidden_layer_sizes': (100,), 'alpha': 0.5}",0.8753616200578592,0.904291224686596,0.9158630665380907,0.8985053037608486,0.017033290002560944,247,0.8898264223722276,0.9080279652844745,0.9232160077145612,0.9070234651237544,0.013649734252917642
3,14.087660551071167,5.310553335209746,0.030228694279988606,0.00228069534854316,0.8,0.2,"(100, 100)",0.3,"{'momentum': 0.8, 'learning_rate_init': 0.2, 'hidden_layer_sizes': (100, 100), 'alpha': 0.3}",0.9218900675024109,0.5,0.9064609450337513,0.7761170041787206,0.19534578649583065,363,0.9392478302796528,0.5,0.9192381870781099,0.7861620057859208,0.20251192001431967
4,16.87845762570699,4.389091638981431,0.02945248285929362,0.001945106035826732,0.9,0.7,"(100, 100)",0.7,"{'momentum': 0.9, 'learning_rate_init': 0.7, 'hidden_layer_sizes': (100, 100), 'alpha': 0.7}",0.9057377049180327,0.5,0.914175506268081,0.7733044037287046,0.1932860952854305,370,0.913572806171649,0.5,0.9243008678881388,0.7792912246865958,0.197537277439394
5,3.7326249281565347,0.7813698172426101,0.02307891845703125,8.768705600736424e-06,0.9,0.4,"(100,)",0.4,"{'momentum': 0.9, 'learning_rate_init': 0.4, 'hidden_layer_sizes': (100,), 'alpha': 0.4}",0.8432979749276759,0.9199614271938283,0.9218900675024109,0.8950498232079717,0.03660255240353273,255,0.863307618129219,0.9217695274831244,0.9374397299903567,0.9075056252009001,0.03190074903494373
6,18.75656572977702,5.694170630587822,0.031118154525756836,0.0016949151579238517,0.1,0.7,"(100, 100)",0.7,"{'momentum': 0.1, 'learning_rate_init': 0.7, 'hidden_layer_sizes': (100, 100), 'alpha': 0.7}",0.8997107039537127,0.8592092574734812,0.5,0.7529733204757313,0.17964171276207083,405,0.9132111861137898,0.8627049180327868,0.5,0.7586387013821922,0.1840438429077297
7,18.928351084391277,6.926954967738452,0.030387163162231445,0.0018614514645872906,0.4,0.3,"(100, 100)",0.2,"{'momentum': 0.4, 'learning_rate_init': 0.3, 'hidden_layer_sizes': (100, 100), 'alpha': 0.2}",0.5,0.9435872709739633,0.5,0.6478624236579877,0.20910904490248272,427,0.5,0.9468418514946962,0.5,0.6489472838315654,0.21064326887323462
8,2.889695723851522,0.22800020197745488,0.023063103357950848,0.0005632419248307846,0.1,0.5,"(100,)",0.7,"{'momentum': 0.1, 'learning_rate_init': 0.5, 'hidden_layer_sizes': (100,), 'alpha': 0.7}",0.8864513018322082,0.9202025072324012,0.8881388621022179,0.8982642237222759,0.015528000031002244,248,0.910559305689489,0.9189971070395371,0.897420443587271,0.9089922854387656,0.0088780540579086
9,6.628258307774861,1.18357917896656,0.02505803108215332,0.0017026463586807383,0.6,0.6,"(100,)",0.1,"{'momentum': 0.6, 'learning_rate_init': 0.6, 'hidden_layer_sizes': (100,), 'alpha': 0.1}",0.9199614271938283,0.9423818707810994,0.9100771456123433,0.9241401478624237,0.013515302361319296,137,0.9480472516875602,0.9554001928640308,0.9405737704918034,0.9480070716811314,0.00605292826735451
10,3.372493346532186,0.2732927864452533,0.024288018544514973,0.001199603838254171,0.5,0.8,"(100,)",0.7,"{'momentum': 0.5, 'learning_rate_init': 0.8, 'hidden_layer_sizes': (100,), 'alpha': 0.7}",0.6545323047251688,0.8818707810993249,0.5,0.6788010286081646,0.15683973047569708,421,0.6693587270973963,0.882473481195757,0.5,0.6839440694310511,0.15648437645708213
11,13.639163255691528,0.3019450788021225,0.02949635187784831,0.0016902459951567612,0.4,0.1,"(100, 100)",0.8,"{'momentum': 0.4, 'learning_rate_init': 0.1, 'hidden_layer_sizes': (100, 100), 'alpha': 0.8}",0.9192381870781099,0.9250241080038573,0.9298457087753134,0.924702667952427,0.004336463376159447,134,0.9392478302796529,0.9399710703953712,0.9487704918032787,0.942663130826101,0.004328638172713697
12,9.169894536336264,0.3921957788534967,0.028781334559122723,0.0007073397308033925,0.7,0.1,"(100, 100)",0.9,"{'momentum': 0.7, 'learning_rate_init': 0.1, 'hidden_layer_sizes': (100, 100), 'alpha': 0.9}",0.9276759884281581,0.9211668273866924,0.922854387656702,0.9238990678238509,0.0027581167312327824,139,0.9455159112825458,0.9316538090646094,0.944069431051109,0.940413050466088,0.006221806206776169
