,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
0,4.9200544357299805,0.07982490056684143,0.06918946901957194,0.004114667838389419,60,33,12,"{'max_depth': 60, 'max_features': 33, 'n_estimators': 12}",0.7851792044022592,0.7961584486931926,0.8082849456516813,0.7965408662490444,0.009436754458378131,29,0.9992471296552413,0.9986448900608078,0.9987956341738803,0.9988958846299765,0.0002558785489725917
1,14.151451508204142,0.07833894651816406,0.11683360735575359,0.0024630803306205117,90,33,35,"{'max_depth': 90, 'max_features': 33, 'n_estimators': 35}",0.8356172998993717,0.8508021929705277,0.8739464630531154,0.853455318641005,0.01575987508165562,6,1.0,0.9997741247262291,0.9998494542717351,0.9998745263326546,9.390195597658116e-05
2,0.5623972415924072,0.005098682988906886,0.11936497688293457,0.0016476167490446275,,1,26,"{'max_depth': None, 'max_features': 1, 'n_estimators': 26}",0.7397245868349243,0.7436108995802624,0.7481951508063858,0.7438435457405242,0.0034620039163822296,38,1.0,0.9997741247262291,0.9998494542717351,0.9998745263326546,9.390195597658116e-05
3,4.691948890686035,0.04304639225126784,0.07949018478393555,0.00029817316733749585,90,22,17,"{'max_depth': 90, 'max_features': 22, 'n_estimators': 17}",0.7984288168475255,0.8066954046434043,0.8286154777122032,0.8112465664010443,0.01273691298412924,23,0.9999246987951806,0.9994730049290123,0.9997741814076025,0.9997239617105985,0.00018779128602240295
4,2.346391757329305,0.012689275935336218,0.12609116236368814,0.0014178546676267838,60,5,33,"{'max_depth': 60, 'max_features': 5, 'n_estimators': 33}",0.7985859918228216,0.8095536774638056,0.8231937909652152,0.8104444867506141,0.010065820070820334,24,1.0,0.9997741530669157,0.9998494542717351,0.9998745357795503,9.38918555985295e-05
5,4.602791388829549,0.018417135845033693,0.08484888076782227,0.0007503098216950988,10,16,33,"{'max_depth': 10, 'max_features': 16, 'n_estimators': 33}",0.8016046125812505,0.8119515307278776,0.826205952478084,0.8132540319290706,0.010085595775303035,22,0.9683026705995983,0.9708654622252654,0.9728264393668011,0.9706648573972215,0.0018522603646276498
6,6.650329192479451,0.03550723497448581,0.10457102457682292,0.0009901330088783135,,19,28,"{'max_depth': None, 'max_features': 19, 'n_estimators': 28}",0.8223704071364466,0.8285243683537763,0.8498504174712395,0.833581730987154,0.011774844078350402,15,1.0,0.9996988518620965,0.9998494542717351,0.9998494353779438,0.00012294321320137241
7,21.966063181559246,0.07118349413043817,0.14080405235290527,0.0011048033463286473,90,38,48,"{'max_depth': 90, 'max_features': 38, 'n_estimators': 48}",0.8506736879799106,0.8613400554815197,0.885392132865548,0.8658019587756595,0.014520652868103666,1,1.0,0.9997741247262291,0.9998494542717349,0.9998745263326546,9.390195597660092e-05
8,2.875163475672404,0.01823547117045298,0.060479323069254555,0.0008449050397575733,10,24,14,"{'max_depth': 10, 'max_features': 24, 'n_estimators': 14}",0.7562825795280445,0.759865307732057,0.7844903315292774,0.7668794062631262,0.012538407711067266,35,0.9484269501793399,0.9280287125166076,0.9378243875010771,0.9380933500656748,0.008329717105328122
9,0.34867064158121747,0.009836807444412727,0.045064846674601235,0.0004955831821023971,45,25,1,"{'max_depth': 45, 'max_features': 25, 'n_estimators': 1}",0.572759095071029,0.5918460523810819,0.5964071863073059,0.5870041112531389,0.010243415777778727,44,0.8537927207512777,0.8529685735792247,0.8433526352304211,0.8500379765203078,0.004739208496644327
10,2.100675106048584,0.01766830193024818,0.07812309265136719,0.0006511885177343269,40,11,15,"{'max_depth': 40, 'max_features': 11, 'n_estimators': 15}",0.7606464231644411,0.7761328610151668,0.8013563282475273,0.7793785374757117,0.016777463152164863,32,0.9997741247262288,0.9994730049290123,0.9993978170869402,0.9995483155807271,0.00016259485548039047
11,7.662997166315715,0.08114579452678562,0.08166003227233887,0.001391372520537375,50,33,19,"{'max_depth': 50, 'max_features': 33, 'n_estimators': 19}",0.811224695622218,0.820696895935888,0.8385555767086406,0.8234923894222489,0.011331529850061644,19,0.9999247271358674,0.9997741247262291,0.99969890854347,0.999799253468522,9.388680927946019e-05
12,10.759246428807577,0.022218932969016617,0.11131930351257324,0.0021367878857184094,15,27,37,"{'max_depth': 15, 'max_features': 27, 'n_estimators': 37}",0.8315523946803014,0.8471885283798851,0.8673200703491165,0.848686997803101,0.014640485275350265,7,0.9994729765883255,0.9992471863366147,0.9992472713586752,0.9993224780945384,0.00010641851117578731
13,1.8421643575032551,0.0472721362797707,0.048468430836995445,0.000785491959367778,40,49,3,"{'max_depth': 40, 'max_features': 49, 'n_estimators': 3}",0.6779847380492625,0.6844479498127953,0.7010637357556637,0.6878321412059072,0.009721097239918524,42,0.9462462476930682,0.9387919102076351,0.9400822049961229,0.9417067876322754,0.0032528181005552098
14,2.9471704165140786,0.020464691280738034,0.059343814849853516,0.0005019561056799906,,30,8,"{'max_depth': None, 'max_features': 30, 'n_estimators': 8}",0.7606391706781981,0.7743342444269176,0.7887075389594495,0.7745603180215217,0.01145997837245261,34,0.9948052654728814,0.9929227353523995,0.9928490495667276,0.9935256834640028,0.0009053010500516026
15,8.72646697362264,0.057816293657489616,0.0906376838684082,0.0003766269550007333,120,31,23,"{'max_depth': 120, 'max_features': 31, 'n_estimators': 23}",0.8193552993010416,0.8325916532948952,0.8509041810583191,0.8342837112180853,0.012935230446220454,14,1.0,0.9997741247262291,0.9998494542717351,0.9998745263326546,9.390195597658116e-05
