,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_penalty,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
0,54.1375245253245,4.744017633391579,0.046686410903930664,0.000783754387856071,1.8961143893145915,l2,"{'C': 1.8961143893145915, 'penalty': 'l2'}",0.8082149138313979,0.8417694479951408,0.8522590361445783,0.834081132657039,0.018784813407611445,3,0.8922651463966517,0.8852634947014252,0.8753481369966127,0.8842922593648965,0.00694040226112977
1,60.75320259730021,3.0715110500515284,0.046897570292154946,0.0009105345966685337,9.343592439006315,none,"{'C': 9.343592439006315, 'penalty': 'none'}",0.8086669477005085,0.8398119566301322,0.8524096385542169,0.8336295142949526,0.018385187800720498,28,0.8924909933297359,0.8853388242469313,0.8764019570944676,0.8847439248903783,0.00658177790966671
2,57.7730515797933,5.018552940861348,0.04694239298502604,0.0010777821914619136,3.6470884818733227,l2,"{'C': 3.6470884818733227, 'penalty': 'l2'}",0.8083654029209388,0.8401132747695069,0.852710843373494,0.8337298403546466,0.01865816529796712,27,0.8924157771469771,0.8852634947014252,0.8755739555890102,0.8844177424791374,0.006901604207898715
3,0.020978927612304688,6.443744543436357e-05,0.0,0.0,4.6527671565237085,elasticnet,"{'C': 4.6527671565237085, 'penalty': 'elasticnet'}",,,,,,74,,,,,
4,60.66740949948629,3.0565813892890126,0.04682223002115885,0.0010311932794340734,6.506192121519506,none,"{'C': 6.506192121519506, 'penalty': 'none'}",0.8086669477005085,0.8398119566301322,0.8524096385542169,0.8336295142949526,0.018385187800720498,28,0.8924909933297359,0.8853388242469313,0.8764019570944676,0.8847439248903783,0.00658177790966671
5,59.484007914861046,3.8912141336914106,0.04702639579772949,0.0013533251104230683,9.971746194860104,l2,"{'C': 9.971746194860104, 'penalty': 'l2'}",0.808666834380411,0.8402637638590479,0.8525602409638553,0.8338302797344381,0.018487835169124826,9,0.8924157488062903,0.8853388242469313,0.8759503199096725,0.884568297654298,0.006744028005569561
6,0.020827611287434895,4.777118818984337e-05,0.0,0.0,5.86255631749323,elasticnet,"{'C': 5.86255631749323, 'penalty': 'elasticnet'}",,,,,,73,,,,,
7,60.614555517832436,3.0748503605796467,0.04694159825642904,0.0009852511423334971,9.217059256985706,none,"{'C': 9.217059256985706, 'penalty': 'none'}",0.8086669477005085,0.8398119566301322,0.8524096385542169,0.8336295142949526,0.018385187800720498,28,0.8924909933297359,0.8853388242469313,0.8764019570944676,0.8847439248903783,0.00658177790966671
8,0.021012306213378906,7.149298243272646e-05,0.0,0.0,0.4015835946541624,elasticnet,"{'C': 0.4015835946541624, 'penalty': 'elasticnet'}",,,,,,72,,,,,
9,60.59672784805298,3.0266024070383875,0.047889153162638344,0.0024362510616526504,2.7920244412686603,none,"{'C': 2.7920244412686603, 'penalty': 'none'}",0.8086669477005085,0.8398119566301322,0.8524096385542169,0.8336295142949526,0.018385187800720498,28,0.8924909933297359,0.8853388242469313,0.8764019570944676,0.8847439248903783,0.00658177790966671
10,50.70582604408264,4.235307890327674,0.04669491449991862,0.0008799224187521792,1.2418714016226085,l2,"{'C': 1.2418714016226085, 'penalty': 'l2'}",0.8082146871912027,0.8414681298557662,0.8516566265060241,0.8337798145176644,0.018549630138482123,19,0.8924909649890491,0.884886960336642,0.8747459540835528,0.8840412931364147,0.007269008083143161
11,0.020881175994873047,6.242956083767541e-05,0.0,0.0,1.6278113039095643,l1,"{'C': 1.6278113039095643, 'penalty': 'l1'}",,,,,,69,,,,,
12,0.02094570795694987,7.79842191301446e-05,0.0,0.0,7.399836765292136,elasticnet,"{'C': 7.399836765292136, 'penalty': 'elasticnet'}",,,,,,68,,,,,
13,60.62444035212199,3.0396071546311787,0.04660781224568685,0.0009401868985063853,2.6303924981795266,none,"{'C': 2.6303924981795266, 'penalty': 'none'}",0.8086669477005085,0.8398119566301322,0.8524096385542169,0.8336295142949526,0.018385187800720498,28,0.8924909933297359,0.8853388242469313,0.8764019570944676,0.8847439248903783,0.00658177790966671
14,0.020877758661905926,0.00010455433232824655,0.0,0.0,5.059941358077548,l1,"{'C': 5.059941358077548, 'penalty': 'l1'}",,,,,,67,,,,,
15,0.020780165990193684,4.702000175503107e-05,0.0,0.0,3.4946814836743743,elasticnet,"{'C': 3.4946814836743743, 'penalty': 'elasticnet'}",,,,,,66,,,,,
16,60.54209558169047,3.0773963913883553,0.04678217569986979,0.0011300907579095483,6.302815560286455,none,"{'C': 6.302815560286455, 'penalty': 'none'}",0.8086669477005085,0.8398119566301322,0.8524096385542169,0.8336295142949526,0.018385187800720498,28,0.8924909933297359,0.8853388242469313,0.8764019570944676,0.8847439248903783,0.00658177790966671
17,60.58448386192322,3.013325605637343,0.04690702756245931,0.001015173082916033,2.930453042285502,none,"{'C': 2.930453042285502, 'penalty': 'none'}",0.8086669477005085,0.8398119566301322,0.8524096385542169,0.8336295142949526,0.018385187800720498,28,0.8924909933297359,0.8853388242469313,0.8764019570944676,0.8847439248903783,0.00658177790966671
18,51.894615252812706,4.505279952420877,0.046818812688191734,0.000932361032513433,1.4099635191020798,l2,"{'C': 1.4099635191020798, 'penalty': 'l2'}",0.8082146871912028,0.8417693346750432,0.8518072289156626,0.833930416927303,0.01863981217880286,4,0.8925662945345552,0.8851881084745454,0.8751223184042154,0.8842922404711052,0.007149592548700786
19,0.020968198776245117,8.502310955839742e-05,0.0,0.0,1.2344231408894002,l1,"{'C': 1.2344231408894002, 'penalty': 'l1'}",,,,,,63,,,,,
20,0.020868857701619465,6.857794064794832e-05,0.0,0.0,5.6747515659065515,l1,"{'C': 5.6747515659065515, 'penalty': 'l1'}",,,,,,61,,,,,
21,0.020889759063720703,8.155239845370741e-05,0.0,0.0,5.885993706985346,elasticnet,"{'C': 5.885993706985346, 'penalty': 'elasticnet'}",,,,,,60,,,,,
22,0.0209195613861084,6.794134729316733e-05,0.0,0.0,7.1660097098069455,elasticnet,"{'C': 7.1660097098069455, 'penalty': 'elasticnet'}",,,,,,77,,,,,
23,0.020956118901570637,0.00010341657605864818,0.0,0.0,4.461824424767091,l1,"{'C': 4.461824424767091, 'penalty': 'l1'}",,,,,,78,,,,,
24,0.02086162567138672,6.470096316283027e-05,0.0,0.0,4.574537646990766,elasticnet,"{'C': 4.574537646990766, 'penalty': 'elasticnet'}",,,,,,79,,,,,
25,59.19014048576355,4.0680346260356615,0.046865622202555336,0.0007279251585773845,8.359732255372164,l2,"{'C': 8.359732255372164, 'penalty': 'l2'}",0.8083656295611339,0.8404143662686865,0.8524096385542169,0.8337298781280125,0.018591762841337445,20,0.8923404759421578,0.8852635513827988,0.87587504704554,0.8844930247901656,0.006744028005569605
26,60.5541296005249,3.05554667479554,0.04711357752482096,0.0010960109140556445,6.051906813584206,none,"{'C': 6.051906813584206, 'penalty': 'none'}",0.8086669477005085,0.8398119566301322,0.8524096385542169,0.8336295142949526,0.018385187800720498,28,0.8924909933297359,0.8853388242469313,0.8764019570944676,0.8847439248903783,0.00658177790966671
27,60.84497785568237,2.864503637339604,0.046952406565348305,0.0012072982829843888,8.945649319094798,none,"{'C': 8.945649319094798, 'penalty': 'none'}",0.8086669477005085,0.8398119566301322,0.8524096385542169,0.8336295142949526,0.018385187800720498,28,0.8924909933297359,0.8853388242469313,0.8764019570944676,0.8847439248903783,0.00658177790966671
28,63.23338961601257,4.463778991975156,0.0474395751953125,0.0019327250709972785,6.469810259805536,none,"{'C': 6.469810259805536, 'penalty': 'none'}",0.8086669477005085,0.8398119566301322,0.8524096385542169,0.8336295142949526,0.018385187800720498,28,0.8924909933297359,0.8853388242469313,0.8764019570944676,0.8847439248903783,0.00658177790966671
29,62.41752036412557,3.900130928621316,0.047039429346720375,0.0009004678952818312,5.305552927460832,none,"{'C': 5.305552927460832, 'penalty': 'none'}",0.8086669477005085,0.8398119566301322,0.8524096385542169,0.8336295142949526,0.018385187800720498,28,0.8924909933297359,0.8853388242469313,0.8764019570944676,0.8847439248903783,0.00658177790966671
30,0.020876248677571613,5.3190087232476136e-05,0.0,0.0,8.425762701490596,l1,"{'C': 8.425762701490596, 'penalty': 'l1'}",,,,,,98,,,,,
31,60.71721545855204,3.1057388964053474,0.046966552734375,0.0011522729722830375,1.813028390636272,none,"{'C': 1.813028390636272, 'penalty': 'none'}",0.8086669477005085,0.8398119566301322,0.8524096385542169,0.8336295142949526,0.018385187800720498,28,0.8924909933297359,0.8853388242469313,0.8764019570944676,0.8847439248903783,0.00658177790966671
