,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_max_features,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
0,9.145551363627115,0.036055554875229885,0.28523484865824383,0.00906189928867952,0.2,8,2,105,"{'learning_rate': 0.2, 'max_depth': 8, 'max_features': 2, 'n_estimators': 105}",0.9338155515370705,0.9358611127855808,0.9358008318765447,0.9351591653997321,0.0009503971471445232,19,0.9976490445475917,0.9965942312908768,0.9967750685674673,0.9970061148019785,0.00046057538181191706
1,24.425829966862995,0.1607412090701506,0.19475150108337402,0.021790184262700317,0.8,6,7,128,"{'learning_rate': 0.8, 'max_depth': 6, 'max_features': 7, 'n_estimators': 128}",0.9532851115129596,0.9547893182229188,0.9553318464042437,0.9544687587133741,0.0008657750778617075,6,1.0,1.0,1.0,1.0,0.0
2,9.402697801589966,0.04578016392083967,0.14821124076843262,0.03254740598923284,0.5,4,4,120,"{'learning_rate': 0.5, 'max_depth': 4, 'max_features': 4, 'n_estimators': 120}",0.9499698613622665,0.9516547109530412,0.9530411718608717,0.9515552480587264,0.0012558281982340692,11,0.987220447284345,0.9850809246812743,0.9857138551493414,0.9860050757049869,0.0008974022885660841
3,8.787996689478556,0.10563450343329464,0.12274614969889323,0.012642619081746888,0.7,3,4,144,"{'learning_rate': 0.7, 'max_depth': 3, 'max_features': 4, 'n_estimators': 144}",0.9519590114526824,0.9549701609500272,0.9555126891313521,0.9541472871780204,0.0015631159467468052,8,0.9844776659232021,0.9830012960004822,0.9852316224117664,0.9842368614451503,0.0009263113489193929
4,22.098950624465942,0.024170489641926748,0.22001266479492188,0.0010166858358319146,0.2,7,5,139,"{'learning_rate': 0.2, 'max_depth': 7, 'max_features': 5, 'n_estimators': 139}",0.950210970464135,0.9562963409488215,0.954367351859666,0.9536248877575408,0.0025392089570286476,9,0.9996383145457833,0.999789023177311,0.9996684649929172,0.9996986009053371,6.511222525903256e-05
5,29.716776371002197,0.2261216084857487,0.15713214874267578,0.001649300542659928,0.6,7,10,97,"{'learning_rate': 0.6, 'max_depth': 7, 'max_features': 10, 'n_estimators': 97}",0.9540687160940325,0.957079992766291,0.9547290373138827,0.9552925820580688,0.001292319312514447,5,1.0,0.9999698604539016,1.0,0.9999899534846338,1.4207918285389055e-05
6,6.498756408691406,0.04285354964046478,0.07796295483907063,0.0008561152569517907,0.9,2,5,129,"{'learning_rate': 0.9, 'max_depth': 2, 'max_features': 5, 'n_estimators': 129}",0.9492465340566606,0.9523780818614744,0.9500271264090663,0.9505505807757338,0.0013309523580118713,12,0.9703719332087528,0.9688055697881189,0.9706139425540251,0.969930481850299,0.0008015453788477835
7,16.418620824813843,0.09078202292741452,0.15990090370178223,0.0007367566424197462,0.1,5,5,139,"{'learning_rate': 0.1, 'max_depth': 5, 'max_features': 5, 'n_estimators': 139}",0.945750452079566,0.9480378564108747,0.9467719573211164,0.9468534219371856,0.0009356039071016936,14,0.9672674663933932,0.9657916151782754,0.9650984056180114,0.9660524957298934,0.0009045257167836105
8,10.775627692540487,0.020572764241261598,0.09936976432800293,1.912408316627071e-05,0.7,3,6,124,"{'learning_rate': 0.7, 'max_depth': 3, 'max_features': 6, 'n_estimators': 124}",0.9549125979505726,0.953764542769305,0.9539453854964133,0.9542075087387637,0.000504010000194464,7,0.9826089577430828,0.9814340396033636,0.9834533891919588,0.9824987955128016,0.0008280680237658605
9,21.113945802052815,0.03362000897056228,0.1849060853322347,0.010544605894894468,0.7,9,6,88,"{'learning_rate': 0.7, 'max_depth': 9, 'max_features': 6, 'n_estimators': 88}",0.9435201928872815,0.9401410573271445,0.9384531918741335,0.9407048140295199,0.0021066546990296696,15,1.0,1.0,1.0,1.0,0.0
10,17.27506200472514,0.06458748961106688,0.12111878395080566,0.0033701546963944068,0.4,4,8,118,"{'learning_rate': 0.4, 'max_depth': 4, 'max_features': 8, 'n_estimators': 118}",0.9570223025919229,0.9598529145819519,0.9572005545843632,0.958025257252746,0.0012943961083460955,3,0.9888178913738019,0.9873112510925586,0.987341390638657,0.9878235110350059,0.0007032407324655102
11,11.501240412394205,0.06252135351496724,0.10801839828491211,0.0012201447780774918,0.6,4,6,103,"{'learning_rate': 0.6, 'max_depth': 4, 'max_features': 6, 'n_estimators': 103}",0.948161543098252,0.9544879136777382,0.95322201458798,0.9519571571213233,0.0027332080644625893,10,0.9885466272831395,0.9884264142982007,0.9888785074896772,0.9886171830236724,0.00019119038998945405
12,36.037499825159706,0.33422252359197957,0.2406009038289388,0.022767824098429208,0.6,7,8,147,"{'learning_rate': 0.6, 'max_depth': 7, 'max_features': 8, 'n_estimators': 147}",0.9550331525015069,0.957079992766291,0.9546084754958105,0.9555738735878695,0.0010790069120874127,4,1.0,1.0,0.9999698604539016,0.9999899534846338,1.4207918285389055e-05
13,13.67354448636373,1.7286108963958453,0.20206991831461588,0.020418748007993783,0.8,10,3,136,"{'learning_rate': 0.8, 'max_depth': 10, 'max_features': 3, 'n_estimators': 136}",0.9230259192284509,0.9273012237024534,0.9336307191512448,0.927985954027383,0.004356381301342614,20,1.0,0.9999397209078031,0.9999397209078031,0.9999598139385354,2.8415836570778113e-05
